,dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery,url,Unnamed: 0
10,240.2 x 159 x 7.55 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",460 g,"4 GB, 1600 MHz","64 GB, 128 GB","10.1 in, IPS, 1920 x 1200 pixels, 24 bit","2560 x 1920 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.1,"5100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/200055eb,100.0
11,240.2 x 159 x 7.55 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",460 g,"4 GB, 1600 MHz","64 GB, 128 GB","10.1 in, IPS, 1920 x 1200 pixels, 24 bit","2560 x 1920 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.1,"5100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/200055eb,101.0
12,240.2 x 159 x 7.55 mm,"4x 2.0 GHz ARM Cortex-A53, 4x 1.5 GHz ARM Cortex-A53,","IMG PowerVR GE8320, 650 MHz",460 g,"4 GB, 1600 MHz","64 GB, 128 GB","10.1 in, IPS, 1920 x 1200 pixels, 24 bit","2560 x 1920 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct","2.0, USB Type-C",5.1,"5100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/200055eb,102.0
13,260.11 x 164.71 x 7.95 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 MC1, 750 MHz",539 g,"8 GB, 1866 MHz",256 GB,"12 in, IPS, 2000 x 1200 pixels, 24 bit","4130 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"7680 mAh, Li-Ion",https://www.devicespecifications.com/en/model/80385f21,40.0
14,260.11 x 164.71 x 7.95 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 MC1, 750 MHz",539 g,"8 GB, 1866 MHz",256 GB,"12 in, IPS, 2000 x 1200 pixels, 24 bit","4130 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"7680 mAh, Li-Ion",https://www.devicespecifications.com/en/model/80385f21,41.0
15,260.11 x 164.71 x 7.95 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 MC1, 750 MHz",539 g,"8 GB, 1866 MHz",256 GB,"12 in, IPS, 2000 x 1200 pixels, 24 bit","4130 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"7680 mAh, Li-Ion",https://www.devicespecifications.com/en/model/80385f21,218.0
16,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
17,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
18,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
19,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
20,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
21,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
22,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
23,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
24,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
25,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
26,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
27,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
28,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
29,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
30,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
31,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
32,261 x 161 x 10 mm,"4x 1.3 GHz ARM Cortex-A7,","ARM Mali-400 MP2, 500 MHz,",604 g,"2 GB, 666 MHz",16 GB,"10.1 in, IPS, 1280 x 800 pixels, 24 bit","2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","b, g, n, Wi-Fi Hotspot, Wi-Fi Direct","2.0, Micro USB",4.0,"9000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/37f54fbe,
33,263.3 x 168.2 x 11.8 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 MC1, 750 MHz",756 g,"8 GB, 1866 MHz",128 GB,"11 in, IPS, 2000 x 1200 pixels, 24 bit","4602 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"10000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/06015ea7,
34,263.3 x 168.2 x 11.8 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 MC1, 750 MHz",756 g,"8 GB, 1866 MHz",128 GB,"11 in, IPS, 2000 x 1200 pixels, 24 bit","4602 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"10000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/06015ea7,
35,278.27 x 180.11 x 6.96 mm,"4x 2.2 GHz ARM Cortex-A78, 4x 1.8 GHz ARM Cortex-A55,",Qualcomm Adreno 710,555 g,"8 GB, 12 GB, 2750 MHz","128 GB, 256 GB, 512 GB","12.1 in, IPS, 2560 x 1600 pixels, 30 bit","4130 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"8300 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/f2545ec3,128.0
36,278.54 x 174.06 x 6.9 mm,"4x 2.4 GHz Cortex-A73, 4x 1.9 GHz Cortex-A53 (Kryo 265),","Qualcomm Adreno 610, 1114 MHz",520 g,"4 GB, 6 GB, 2133 MHz",128 GB,"12 in, IPS, 2000 x 1200 pixels, 24 bit","2560 x 1944 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"7250 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c6d05a16,108.0
37,278.54 x 174.06 x 6.9 mm,"4x 2.4 GHz Cortex-A73, 4x 1.9 GHz Cortex-A53 (Kryo 265),","Qualcomm Adreno 610, 1114 MHz",520 g,"4 GB, 6 GB, 2133 MHz",128 GB,"12 in, IPS, 2000 x 1200 pixels, 24 bit","2560 x 1944 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"7250 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c6d05a16,109.0
38,285 x 185 x 5.7 mm,"1x 2.995 GHz Cortex-X2, 3x 2.496 GHz Cortex-A710, 4x 1.78GHz Cortex-A510","Qualcomm Adreno 730, 818 MHz",597 g,"8 GB, 12 GB, 16 GB, 3200 MHz","128 GB, 256 GB, 512 GB","14.6 in, AMOLED, 2960 x 1848 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Direct","3.2, USB Type-C",5.2,"11200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/b18e5897,522.0
39,285 x 185 x 5.7 mm,"1x 2.995 GHz Cortex-X2, 3x 2.496 GHz Cortex-A710, 4x 1.78GHz Cortex-A510","Qualcomm Adreno 730, 818 MHz",597 g,"8 GB, 12 GB, 16 GB, 3200 MHz","128 GB, 256 GB, 512 GB","14.6 in, AMOLED, 2960 x 1848 pixels, 24 bit","4160 x 3120 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Direct","3.2, USB Type-C",5.2,"11200 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/b18e5897,524.0
40,285.4 x 185.4 x 6.5 mm,"4x 2.4 GHz ARM Cortex-A78, 4x 2.0 GHz ARM Cortex-A55,","ARM Mali-G68 MP5, 950 MHz,",628 g,"8 GB, 12 GB, 2133 MHz","128 GB, 256 GB","12.4 in, IPS, 2304 x 1440 pixels, 24 bit","3260 x 2144 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Wi-Fi 6E (ax), Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.3,"10900 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/3f3a5df7,534.0
41,49.2 x 119 x 14.4 mm,,,74 g,4.096 MB,4.096 MB,"1.77 in, TFT, 120 x 160 pixels, 18 bit",,,"1.1, Micro USB",,"800 mAh, Li-Ion",https://www.devicespecifications.com/en/model/4493518d,12.0
42,49.2 x 119 x 14.4 mm,,,74 g,4.096 MB,4.096 MB,"1.77 in, TFT, 120 x 160 pixels, 18 bit",,,"1.1, Micro USB",,"800 mAh, Li-Ion",https://www.devicespecifications.com/en/model/4493518d,16.0
43,49.2 x 119 x 14.4 mm,,,74 g,4.096 MB,4.096 MB,"1.77 in, TFT, 120 x 160 pixels, 18 bit",,,"1.1, Micro USB",,"800 mAh, Li-Ion",https://www.devicespecifications.com/en/model/4493518d,17.0
44,49.2 x 119 x 14.4 mm,,,74 g,4.096 MB,4.096 MB,"1.77 in, TFT, 120 x 160 pixels, 18 bit",,,"1.1, Micro USB",,"800 mAh, Li-Ion",https://www.devicespecifications.com/en/model/4493518d,18.0
45,49.2 x 119 x 14.4 mm,,,74 g,4.096 MB,4.096 MB,"1.77 in, TFT, 120 x 160 pixels, 18 bit",,,"1.1, Micro USB",,"800 mAh, Li-Ion",https://www.devicespecifications.com/en/model/4493518d,19.0
46,49.2 x 119 x 14.4 mm,,,74 g,4.096 MB,4.096 MB,"1.77 in, TFT, 120 x 160 pixels, 18 bit",,,"1.1, Micro USB",,"800 mAh, Li-Ion",https://www.devicespecifications.com/en/model/4493518d,20.0
47,49.2 x 119 x 14.4 mm,,,74 g,4.096 MB,4.096 MB,"1.77 in, TFT, 120 x 160 pixels, 18 bit",,,"1.1, Micro USB",,"800 mAh, Li-Ion",https://www.devicespecifications.com/en/model/4493518d,21.0
48,49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/25bc5ba9,320.0
49,49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/25bc5ba9,324.0
50,49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/25bc5ba9,325.0
51,49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/25bc5ba9,326.0
52,49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/25bc5ba9,347.0
53,49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/25bc5ba9,348.0
54,49.4 x 95 x 16.5 mm,"4x 1.8 GHz ARM Cortex-A53,","IMG PowerVR GE8300, 550 MHz",110 g,"4 GB, 1200 MHz",64 GB,"3 in, IPS, 480 x 854 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 10 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.1,"2000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/25bc5ba9,350.0
55,49.5 x 111.15 x 14.4 mm,,,70 g,4 MB,4 MB,"1.8 in, TFT, 120 x 160 pixels, 18 bit",,,"2.0, Micro USB",,"800 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7ccc4de3,22.0
56,49.5 x 111.15 x 14.4 mm,,,70 g,4 MB,4 MB,"1.8 in, TFT, 120 x 160 pixels, 18 bit",,,"2.0, Micro USB",,"800 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7ccc4de3,23.0
57,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,13.0
58,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,14.0
59,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,15.0
60,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,28.0
61,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,36.0
62,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,37.0
63,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,38.0
64,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,39.0
65,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,54.0
66,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,55.0
67,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,56.0
68,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,58.0
69,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,59.0
70,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,60.0
71,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,185.0
72,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,186.0
73,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,207.0
74,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,323.0
75,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,336.0
76,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,337.0
77,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,338.0
78,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,339.0
79,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,340.0
80,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,341.0
81,50.2 x 118 x 13.5 mm,,,81 g,,,"2.4 in, TFT, 240 x 320 pixels, 18 bit",640 x 480 pixels,,"1.1, Micro USB",3.0,"1020 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7247402e,342.0
