dimensions,cpu,gpu,weight,ram,storage,display,camera,wifi,usb,blue,battery,url
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
,,,,,,,,,,,,nan
77.3 x 162.3 x 9.6 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",198 g,"4 GB, 6 GB, 1866 MHz","64 GB, 128 GB","6.53 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7f035553
77.3 x 162.3 x 9.6 mm,"4x 2.0 GHz Cortex-A73, 4x 1.8 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 610, 950 MHz",198 g,"4 GB, 6 GB, 1866 MHz","64 GB, 128 GB","6.53 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"6000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/7f035553
75.4 x 163.3 x 9.1 mm,"4x 2.6 GHz ARM Cortex-A77, 4x 2.0 GHz ARM Cortex-A55,","ARM Mali-G77 MC9, 836 MHz,",213 g,"6 GB, 8 GB, 1866 MHz","128 GB, 256 GB, 512 GB","6.67 in, AMOLED, 1080 x 2400 pixels, 24 bit","9248 x 6944 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0ddb542a
75.4 x 163.3 x 9.1 mm,"4x 2.6 GHz ARM Cortex-A77, 4x 2.0 GHz ARM Cortex-A55,","ARM Mali-G77 MC9, 836 MHz,",213 g,"6 GB, 8 GB, 1866 MHz","128 GB, 256 GB, 512 GB","6.67 in, AMOLED, 1080 x 2400 pixels, 24 bit","9248 x 6944 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0ddb542a
75.4 x 163.3 x 9.1 mm,"4x 2.6 GHz ARM Cortex-A77, 4x 2.0 GHz ARM Cortex-A55,","ARM Mali-G77 MC9, 836 MHz,",213 g,"6 GB, 8 GB, 1866 MHz","128 GB, 256 GB, 512 GB","6.67 in, AMOLED, 1080 x 2400 pixels, 24 bit","9248 x 6944 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/0ddb542a
75.4 x 163.3 x 8.9 mm,"1x 2.84 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 585)","Qualcomm Adreno 650, 587 MHz",218 g,"8 GB, 2750 MHz","128 GB, 256 GB","6.67 in, AMOLED, 1080 x 2400 pixels, 24 bit","9248 x 6944 pixels, 7680 x 4320 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","2.0, USB Type-C",5.1,"4700 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/39385339
76 x 151 x 8.45 mm,"8x 2.0 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 650 MHz",165 g,"2 GB, 3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.1,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/846740df
76 x 151 x 8.45 mm,"8x 2.0 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 650 MHz",165 g,"2 GB, 3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.1,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/846740df
76 x 151 x 8.45 mm,"8x 2.0 GHz ARM Cortex-A53,","Qualcomm Adreno 506, 650 MHz",165 g,"2 GB, 3 GB, 4 GB, 933 MHz","32 GB, 64 GB","5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.1,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/846740df
76 x 151 x 8.45 mm,"2x 2.1 GHz Cortex-A72, 4x 1.85 GHz Cortex-A53, 4x 1.4 GHz Cortex-A53","ARM Mali-T880 MP4, 780 MHz,",165 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1b9543b5
76 x 151 x 8.45 mm,"2x 2.1 GHz Cortex-A72, 4x 1.85 GHz Cortex-A53, 4x 1.4 GHz Cortex-A53","ARM Mali-T880 MP4, 780 MHz,",165 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1b9543b5
76 x 151 x 8.45 mm,"2x 2.1 GHz Cortex-A72, 4x 1.85 GHz Cortex-A53, 4x 1.4 GHz Cortex-A53","ARM Mali-T880 MP4, 780 MHz,",165 g,"4 GB, 800 MHz",64 GB,"5.5 in, IPS, 1080 x 1920 pixels, 24 bit","4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",4.2,"4100 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/1b9543b5
75.4 x 158.6 x 8.05 mm,"4x 1.8 GHz Cortex-A73, 4x 1.6 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 509, 430 MHz",181 g,"3 GB, 4 GB, 6 GB, 1333 MHz","32 GB, 64 GB, 128 GB","5.99 in, IPS, 1080 x 2160 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/dc1a493c
75.4 x 158.6 x 8.05 mm,"4x 1.8 GHz Cortex-A73, 4x 1.6 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 509, 430 MHz",181 g,"3 GB, 4 GB, 6 GB, 1333 MHz","32 GB, 64 GB, 128 GB","5.99 in, IPS, 1080 x 2160 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/dc1a493c
75.4 x 158.6 x 8.05 mm,"4x 1.8 GHz Cortex-A73, 4x 1.6 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 509, 430 MHz",181 g,"3 GB, 4 GB, 6 GB, 1333 MHz","32 GB, 64 GB, 128 GB","5.99 in, IPS, 1080 x 2160 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/dc1a493c
75.4 x 158.6 x 8.05 mm,"4x 1.8 GHz Cortex-A73, 4x 1.6 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 509, 430 MHz",181 g,"3 GB, 4 GB, 6 GB, 1333 MHz","32 GB, 64 GB, 128 GB","5.99 in, IPS, 1080 x 2160 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/dc1a493c
76.38 x 157.9 x 8.2 mm,"4x 1.8 GHz Cortex-A73, 4x 1.6 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 509, 430 MHz",181 g,"3 GB, 4 GB, 6 GB, 1333 MHz","32 GB, 64 GB","6.26 in, IPS, 1080 x 2280 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/bdca4cb9
76.38 x 157.9 x 8.2 mm,"4x 1.8 GHz Cortex-A73, 4x 1.6 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 509, 430 MHz",181 g,"3 GB, 4 GB, 6 GB, 1333 MHz","32 GB, 64 GB","6.26 in, IPS, 1080 x 2280 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/bdca4cb9
76.38 x 157.9 x 8.2 mm,"4x 1.8 GHz Cortex-A73, 4x 1.6 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 509, 430 MHz",181 g,"3 GB, 4 GB, 6 GB, 1333 MHz","32 GB, 64 GB","6.26 in, IPS, 1080 x 2280 pixels, 24 bit","4000 x 3000 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, Micro USB",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/bdca4cb9
75.21 x 159.21 x 8.1 mm,"4x 2.2 GHz Cortex-A73, 4x 1.84 GHz Cortex-A53 (Kryo 260),","Qualcomm Adreno 512, 647 MHz",186 g,"3 GB, 4 GB, 1866 MHz","32 GB, 64 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","4032 x 3024 pixels, 1920 x 1080 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/55414fab
75.3 x 158.3 x 8.35 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 2EEMC2, 1000 MHz,",190 g,"4 GB, 1800 MHz","64 GB, 128 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/637c5673
75.3 x 158.3 x 8.35 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 2EEMC2, 1000 MHz,",190 g,"4 GB, 1800 MHz","64 GB, 128 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/637c5673
75.3 x 158.3 x 8.35 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 2EEMC2, 1000 MHz,",190 g,"4 GB, 1800 MHz","64 GB, 128 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/637c5673
75.3 x 158.3 x 8.35 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 2EEMC2, 1000 MHz,",190 g,"4 GB, 1800 MHz","64 GB, 128 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/637c5673
75.3 x 158.3 x 8.35 mm,"2x 2.0 GHz ARM Cortex-A75, 6x 1.8 GHz ARM Cortex-A55,","ARM Mali-G52 2EEMC2, 1000 MHz,",190 g,"4 GB, 1800 MHz","64 GB, 128 GB","6.3 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",4.2,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/637c5673
76.4 x 161.35 x 8.79 mm,"2x 2.05 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G76 3EEMC4, 700 MHz,",199 g,"6 GB, 8 GB, 2133 MHz","64 GB, 128 GB","6.53 in, IPS, 1080 x 2340 pixels, 24 bit","9248 x 6936 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/c35051e5
76.4 x 161.35 x 8.79 mm,"2x 2.05 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G76 3EEMC4, 700 MHz,",199 g,"6 GB, 8 GB, 2133 MHz","64 GB, 128 GB","6.53 in, IPS, 1080 x 2340 pixels, 24 bit","9248 x 6936 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/c35051e5
76.4 x 161.35 x 8.79 mm,"2x 2.05 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G76 3EEMC4, 700 MHz,",199 g,"6 GB, 8 GB, 2133 MHz","64 GB, 128 GB","6.53 in, IPS, 1080 x 2340 pixels, 24 bit","9248 x 6936 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4500 mAh, Li-Ion",https://www.devicespecifications.com/en/model/c35051e5
76.8 x 165.38 x 9 mm,"2x 2.4 GHz Cortex-A77, 6x 1.8 GHz Cortex-A55 (Kryo 570),","Qualcomm Adreno 619, 800 MHz",215 g,"6 GB, 8 GB, 2133 MHz","128 GB, 256 GB","6.67 in, IPS, 1080 x 2400 pixels, 24 bit","108 MP, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4820 mAh, Li-Ion",https://www.devicespecifications.com/en/model/915254ff
76.8 x 165.38 x 9 mm,"2x 2.4 GHz Cortex-A77, 6x 1.8 GHz Cortex-A55 (Kryo 570),","Qualcomm Adreno 619, 800 MHz",215 g,"6 GB, 8 GB, 2133 MHz","128 GB, 256 GB","6.67 in, IPS, 1080 x 2400 pixels, 24 bit","108 MP, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4820 mAh, Li-Ion",https://www.devicespecifications.com/en/model/915254ff
76.8 x 165.38 x 9 mm,"2x 2.4 GHz Cortex-A77, 6x 1.8 GHz Cortex-A55 (Kryo 570),","Qualcomm Adreno 619, 800 MHz",215 g,"6 GB, 8 GB, 2133 MHz","128 GB, 256 GB","6.67 in, IPS, 1080 x 2400 pixels, 24 bit","108 MP, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4820 mAh, Li-Ion",https://www.devicespecifications.com/en/model/915254ff
76.8 x 165.38 x 9 mm,"2x 2.4 GHz Cortex-A77, 6x 1.8 GHz Cortex-A55 (Kryo 570),","Qualcomm Adreno 619, 800 MHz",215 g,"6 GB, 8 GB, 2133 MHz","128 GB, 256 GB","6.67 in, IPS, 1080 x 2400 pixels, 24 bit","108 MP, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4820 mAh, Li-Ion",https://www.devicespecifications.com/en/model/915254ff
76.8 x 165.38 x 9 mm,"2x 2.4 GHz Cortex-A77, 6x 1.8 GHz Cortex-A55 (Kryo 570),","Qualcomm Adreno 619, 800 MHz",215 g,"6 GB, 8 GB, 2133 MHz","128 GB, 256 GB","6.67 in, IPS, 1080 x 2400 pixels, 24 bit","108 MP, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4820 mAh, Li-Ion",https://www.devicespecifications.com/en/model/915254ff
76.8 x 165.38 x 9 mm,"2x 2.4 GHz Cortex-A77, 6x 1.8 GHz Cortex-A55 (Kryo 570),","Qualcomm Adreno 619, 800 MHz",215 g,"6 GB, 8 GB, 2133 MHz","128 GB, 256 GB","6.67 in, IPS, 1080 x 2400 pixels, 24 bit","108 MP, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4820 mAh, Li-Ion",https://www.devicespecifications.com/en/model/915254ff
76.8 x 165.38 x 9 mm,"2x 2.4 GHz Cortex-A77, 6x 1.8 GHz Cortex-A55 (Kryo 570),","Qualcomm Adreno 619, 800 MHz",215 g,"6 GB, 8 GB, 2133 MHz","128 GB, 256 GB","6.67 in, IPS, 1080 x 2400 pixels, 24 bit","108 MP, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4820 mAh, Li-Ion",https://www.devicespecifications.com/en/model/915254ff
76.68 x 165.75 x 8.8 mm,"2x 2.3 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 465),","Qualcomm Adreno 618, 750 MHz",209 g,"4 GB, 6 GB, 1866 MHz","64 GB, 128 GB","6.67 in, IPS, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5020 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/74615336
76.68 x 165.75 x 8.8 mm,"2x 2.3 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 465),","Qualcomm Adreno 618, 750 MHz",209 g,"4 GB, 6 GB, 1866 MHz","64 GB, 128 GB","6.67 in, IPS, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"5020 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/74615336
77.25 x 161.96 x 9.05 mm,"2x 2.4 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC3, 950 MHz,",199 g,"4 GB, 6 GB, 2133 MHz","64 GB, 128 GB","6.53 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/d2035552
77.25 x 161.96 x 9.05 mm,"2x 2.4 GHz ARM Cortex-A76, 6x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC3, 950 MHz,",199 g,"4 GB, 6 GB, 2133 MHz","64 GB, 128 GB","6.53 in, IPS, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"5000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/d2035552
73.17 x 159.85 x 7.49 mm,"2x 2.2 GHz Cortex-A78, 6x 1.8 GHz Cortex-A55 (Kryo 660),","Qualcomm Adreno 619, 840 MHz",173 g,"8 GB, 2133 MHz",128 GB,"6.43 in, AMOLED, 1080 x 2400 pixels, 24 bit","9280 x 6920 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display, Wi-Fi 6 (ax)","2.0, USB Type-C",5.2,"4500 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/8167595e
72.5 x 159.6 x 7.6 mm,"1x 2.4 GHz Cortex-A76, 1x 2.21 GHz Cortex-A76, 6x 1.8 GHz Cortex-A55 (Kryo 475)","Qualcomm Adreno 620, 625 MHz",172 g,"8 GB, 12 GB, 2133 MHz","128 GB, 256 GB","6.5 in, AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3830 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.1,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/914b53b4
74.1 x 162.4 x 7.59 mm,"1x 3.1 GHz Cortex-A78, 3x 3.0 Cortex-A78, 4x 2.0 Cortex-A55,","ARM Mali-G610 MC6, 950 MHz,",181 g,"12 GB, 3200 MHz",512 GB,"6.7 in, OLED, 1080 x 2412 pixels, 30 bit","8120 x 6180 pixels, 3840 x 2160 pixels, 60 fps","a, b, g, n, n 5GHz, ac, Wi-Fi 6 (ax), Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.3,"4600 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/f6be5ee5
76.6 x 161.8 x 9.5 mm,"1x 2.96 GHz Cortex-A77, 3x 2.42 GHz Cortex-A77, 4x 1.8 GHz Cortex-A55 (Kryo 485)","Qualcomm Adreno 640, 675 MHz",215 g,"8 GB, 2133 MHz",256 GB,"6.6 in, AMOLED, 1080 x 2340 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4065 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/f7db51ed
75.8 x 161.8 x 8.67 mm,"2x 2.2 GHz ARM Cortex-A75, 6x 2.0 GHz ARM Cortex-A55,","IMG 9XM-HP8 (PowerVR GM9446), 900 MHz",195 g,"8 GB, 1866 MHz","128 GB, 256 GB","6.5 in, AMOLED, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4000 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/c62451eb
75.5 x 163.8 x 8.1 mm,"4x 2.0 GHz ARM Cortex-A76, 4x 2.0 GHz ARM Cortex-A55,","ARM Mali-G57 MC4, 750 MHz,",184 g,"8 GB, 2133 MHz",128 GB,"6.57 in, IPS, 1080 x 2400 pixels, 24 bit","8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display","2.0, USB Type-C",5.0,"4090 mAh, Li-Polymer",https://www.devicespecifications.com/en/model/63d754a0
75.3 x 155.3 x 10.4 mm,"4x 2.3 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53,","ARM Mali-G71 MP2, 770 MHz,",208 g,"6 GB, 1500 MHz",128 GB,"5.7 in, IPS, 720 x 1440 pixels, 24 bit","4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Direct","2.0, USB Type-C",4.1,"4000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/77534f41
70.7 x 148.6 x 9.55 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",183 g,"1 GB, 667 MHz",16 GB,"5.5 in, IPS, 480 x 960 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/8a924e20
70.7 x 148.6 x 9.55 mm,"4x 1.3 GHz ARM Cortex-A53,","IMG PowerVR GE8100, 450 MHz",183 g,"1 GB, 667 MHz",16 GB,"5.5 in, IPS, 480 x 960 pixels, 24 bit","3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, Micro USB",4.2,"3000 mAh, Li-Ion",https://www.devicespecifications.com/en/model/8a924e20
